Product,Brand,Quantity,Store,Country,URL,Search_Term
Old English Sandwich Bread,Garden Continental Bread,,,Italy,https://world.openfoodfacts.org/product/8095026320326/old-english-sandwich-bread-garden-continental-bread,bread
Hearty multigrain bread,Wegmans,,,Italy,https://world.openfoodfacts.org/product/8027160331289/hearty-multigrain-bread-wegmans,bread
Banana Bread,Mine,,,Italy,https://world.openfoodfacts.org/product/0819952011572/banana-bread-mine,bread
Bread,,,,Italy,https://world.openfoodfacts.org/product/821006421180016000117/bread,bread
Sourdough Bread,Central Market,,,Italy,https://world.openfoodfacts.org/product/0800895958253/sourdough-bread-central-market,bread
Gluten Free Shar Bread,,,,Italy,https://world.openfoodfacts.org/product/8080069043233/gluten-free-shar-bread,bread
TARALLINI,Gran forno,,,Italy,https://world.openfoodfacts.org/product/8010397004002/tarallini-gran-forno,bread
Schar pitta bread,,,,Italy,https://world.openfoodfacts.org/product/8008698040652/schar-pitta-bread,bread
Gluten free bread,Promise gluten free,,,Italy,https://world.openfoodfacts.org/product/0816409003623/gluten-free-bread-promise-gluten-free,bread
Pane guttiau,"Koromè, L'isola del guttiau",,,Italy,https://world.openfoodfacts.org/product/8056772711578/pane-guttiau-korome,bread
Taralli Proteine,Golosità dei trulli,,,Italy,https://world.openfoodfacts.org/product/8013556001478/taralli-proteine-golosita-dei-trulli,bread
Segale,Daily bread,,,Italy,https://world.openfoodfacts.org/product/8032998009033/segale-daily-bread,bread
Grissini senza glutine,Il pane di Anna,,,Italy,https://world.openfoodfacts.org/product/8032636192134/grissini-senza-glutine-il-pane-di-anna,bread
Naan bread,Stonefire,,,Italy,https://world.openfoodfacts.org/product/0816621006006/naan-bread-stonefire,bread
Artisan Gluten Free bread,Schar,,,Italy,https://world.openfoodfacts.org/product/0814050318004/artisan-gluten-free-bread-schar,bread
Surdejs pizzabunde,Vallefiorita,,,Italy,https://world.openfoodfacts.org/product/8026302019672/surdejs-pizzabunde-vallefiorita,bread
Mediterranean bakehouse bread,,,,Italy,https://world.openfoodfacts.org/product/0801200221291/mediterranean-bakehouse-bread,bread
Pinsa romana,Di marco,,,Italy,https://world.openfoodfacts.org/product/8058640072934/pinsa-romana-di-marco,bread
Pan per burger,Daily bread,,,Italy,https://world.openfoodfacts.org/product/8032998906486/pan-per-burger-daily-bread,bread
Potato bread,Capela bakery,,,Italy,https://world.openfoodfacts.org/product/0810058891112/potato-bread-capela-bakery,bread
Stokbrood kruidenboter,Jumbo,100 gram,Jumbo,Netherlands,https://world.openfoodfacts.org/product/8718452470792/stokbrood-kruidenboter-jumbo,bread
Crackers,Bolletje,15 gram,,Netherlands,https://world.openfoodfacts.org/product/8710482534178/crackers-bolletje,bread
Turks brood,Ikra,,,Netherlands,https://world.openfoodfacts.org/product/8720726197526/turks-brood-ikra,bread
Melba toast rondjes,Van der Meulen,110 g,Jumbo,Netherlands,https://world.openfoodfacts.org/product/8710649121036/melba-toast-rondjes-van-der-meulen,bread
Bread sticks,Damasco Bakkerij,,,Netherlands,https://world.openfoodfacts.org/product/8720299320987/bread-sticks-damasco-bakkerij,bread
Rheinlander brood,Albert heijn,,Albert Heijn,Netherlands,https://world.openfoodfacts.org/product/8710400315575/rheinlander-brood-albert-heijn,bread
Tosti sneetjes wit,Plus,,,Netherlands,https://world.openfoodfacts.org/product/8715196064591/tosti-sneetjes-wit-plus,bread
Pain de germé épautre naturel,TerraSana,400 g,Ekoplaza,Netherlands,https://world.openfoodfacts.org/product/8713576203516/pain-de-germe-epautre-naturel-terrasana,bread
Bolletje,Bolletje,,,Netherlands,https://world.openfoodfacts.org/product/8710482530859/bolletje,bread
Glutenvrij witte bollen,Albert hijn,,,Netherlands,https://world.openfoodfacts.org/product/8718907427289/glutenvrij-witte-bollen-albert-hijn,bread
Rustiek pistolet,Gewoon,,,Netherlands,https://world.openfoodfacts.org/product/8710871303989/rustiek-pistolet-gewoon,bread
Meerzaden brood,Lekker vrij van Gluten,,,Netherlands,https://world.openfoodfacts.org/product/8718452499601/meerzaden-brood-lekker-vrij-van-gluten,bread
Reuze Rozijnenbol,Jumbo,4 stuks,Jumbo,Netherlands,https://world.openfoodfacts.org/product/8718452796595/giant-raisin-buns-jumbo,bread
Schinkenbrötchen,Soma,,,Netherlands,https://world.openfoodfacts.org/product/8710899027324/schinkenbrotchen-soma,bread
Kaiserbroodjes,Bakkerij Fuite B.V.,,,Netherlands,https://world.openfoodfacts.org/product/8718226774668/kaiserbroodjes-bakkerij-fuite-b-v,bread
Casino Volkoren,,,,Netherlands,https://world.openfoodfacts.org/product/8718906908178/casino-volkoren,bread
Focaccia,Jumbo,,,Netherlands,https://world.openfoodfacts.org/product/8718452445738/focaccia-jumbo,bread
Gluten-free bread,Yam yam,,,Netherlands,https://world.openfoodfacts.org/product/8715108159018/gluten-free-bread-yam-yam,bread
Keto bread mix,Farmers bread,,,Netherlands,https://world.openfoodfacts.org/product/8719324033237/keto-bread-mix-farmers-bread,bread
Boeren volkoren zonnebloempitten en lijnzaad,Albert Heijn,,Albert Heijn,Netherlands,https://world.openfoodfacts.org/product/8718265823020/boeren-volkoren-zonnebloempitten-en-lijnzaad-albert-heijn,bread
Party toast,Blue label,,,Netherlands,https://world.openfoodfacts.org/product/8710296907618/party-toast-blue-label,bread
Big bread bacon and egg,Bracamonte,,,Netherlands,https://world.openfoodfacts.org/product/8717774621608/big-bread-bacon-and-egg-bracamonte,bread
Korenlander witte bollen,Plus,,,Netherlands,https://world.openfoodfacts.org/product/8710624533229/korenlander-witte-bollen-plus,bread
Rode biet pulled chicken flatbread,La place,,,Netherlands,https://world.openfoodfacts.org/product/8718452731374/rode-biet-pulled-chicken-flatbread-la-place,bread
Turkse simit,,,,Netherlands,https://world.openfoodfacts.org/product/8718185865964/turkse-simit,bread
Tosti Brood,Vomar,,,Netherlands,https://world.openfoodfacts.org/product/8718204102575/tosti-brood-vomar,bread
Wrap pulled beef,The bread office,,,Netherlands,https://world.openfoodfacts.org/product/8714368018820/wrap-pulled-beef-the-bread-office,bread
Wrap sea that salmon,The bread office,,,Netherlands,https://world.openfoodfacts.org/product/8714368018806/wrap-sea-that-salmon-the-bread-office,bread
Low carb bread,Healthy bakers,,,Netherlands,https://world.openfoodfacts.org/product/8717241064600/low-carb-bread-healthy-bakers,bread
Focaccia Caprese,Starbucks,,,Netherlands,https://world.openfoodfacts.org/product/8717774680704/focaccia-caprese-starbucks,bread
Toast rond,Jos Poell,,,Netherlands,https://world.openfoodfacts.org/product/8710759122404/toast-rond-jos-poell,bread
Piccolo wit,Jumbo,,,Netherlands,https://world.openfoodfacts.org/product/8719128933283/piccolo-wit-jumbo,bread
Casino bread,Dirk,,,Netherlands,https://world.openfoodfacts.org/product/8710871372138/casino-bread-dirk,bread
Witte speld,Jumbo,,,Netherlands,https://world.openfoodfacts.org/product/8718452713615/witte-speld-jumbo,bread
Tijger stokbrood,Ah,,,Netherlands,https://world.openfoodfacts.org/product/8718907509398/tijger-stokbrood-ah,bread
Pan blanco,Plus,50 gram,,Netherlands,https://world.openfoodfacts.org/product/8710624895488/pan-blanco-plus,bread
Volkoren speltbroodjes,,4 stuks,,Netherlands,https://world.openfoodfacts.org/product/8718452836048/volkoren-speltbroodjes,bread
Rozijnenbol kaas,The bread office,,,Netherlands,https://world.openfoodfacts.org/product/8714368018677/rozijnenbol-kaas-the-bread-office,bread
Dark bread,Le petit moulin,,,Netherlands,https://world.openfoodfacts.org/product/8715108231905/dark-bread-le-petit-moulin,bread
Layered flat bread family pack,,,,Netherlands,https://world.openfoodfacts.org/product/0878776001022/layered-flat-bread-family-pack,bread
Protein bread,Zumub,250 g,,Portugal,https://world.openfoodfacts.org/product/5600985807530/protein-bread-zumub,bread
Pao de cereais,Continente,,Continente,Portugal,https://world.openfoodfacts.org/product/5601312184096/pao-de-cereais-continente,bread
Sweet potato bread,São Silvestre,,,Portugal,https://world.openfoodfacts.org/product/5603250105560/sweet-potato-bread-sao-silvestre,bread
Bread,,,,Portugal,https://world.openfoodfacts.org/product/5606436400169/bread,bread
Chleb żytni,Pano,300g,,Poland,https://world.openfoodfacts.org/product/5900340009068/chleb-%C5%BCytni-pano,bread
Tost pszenny,Z Dobrej Piekarni,,Żabka,Poland,https://world.openfoodfacts.org/product/5900340013317/tost-pszenny-z-dobrej-piekarni,bread
Chleb Mieszany Razowy,,,,Poland,https://world.openfoodfacts.org/product/5905279941281/chleb-mieszany-razowy,bread
Chleb koszarowy,Putka,,,Poland,https://world.openfoodfacts.org/product/5901948003571/chleb-koszarowy-putka,bread
Crisp bread,Sante,,,Poland,https://world.openfoodfacts.org/product/5900617014054/crisp-bread-sante,bread
Toast Bread,,,,Poland,https://world.openfoodfacts.org/product/5900784209673/toast-bread,bread
Multigrain bread,Bezgluten,,,Poland,https://world.openfoodfacts.org/product/5906720575253/multigrain-bread-bezgluten,bread
Chleb tostowy pszenny,Po prostu,,,Poland,https://world.openfoodfacts.org/product/5907468137901/chleb-tostowy-pszenny-po-prostu,bread
Dark bread with carrots,Balviten,,,Poland,https://world.openfoodfacts.org/product/5907653100659/dark-bread-with-carrots-balviten,bread
Whole grain rye bread,Benus,,,Poland,https://world.openfoodfacts.org/product/5900585000554/whole-grain-rye-bread-benus,bread
Chleb żytni,Julka,,,Poland,https://world.openfoodfacts.org/product/5903823000224/chleb-%C5%BCytni-julka,bread
Chleb żytni,Mestemacher,,,Poland,https://world.openfoodfacts.org/product/5900585000592/chleb-%C5%BCytni-mestemacher,bread
Chleb żytni  z nasionami słonecznika,,,,Poland,https://world.openfoodfacts.org/product/5901549519587/chleb-%C5%BCytni-z-nasionami-s%C5%82onecznika,bread
Gourmet Brioche Style Buns,Mr Big Mouth,,,Poland,https://world.openfoodfacts.org/product/5902620952460/gourmet-brioche-style-buns-mr-big-mouth,bread
Pieczywo chrupkie typu lekkie żytnie,Granex,,,Poland,https://world.openfoodfacts.org/product/5900028007638/pieczywo-chrupkie-typu-lekkie-%C5%BCytnie-granex,bread
Chleb mistrza Adama,Rodzinna,,,Poland,https://world.openfoodfacts.org/product/5907553033231/chleb-mistrza-adama-rodzinna,bread
Wheat and rye bread,,,,Poland,https://world.openfoodfacts.org/product/5905912490060/wheat-and-rye-bread,bread
Tortilla bread,,,,Poland,https://world.openfoodfacts.org/product/5901549801644/tortilla-bread,bread
Havssalt Lantbröd,Fazer,,,Sweden,https://world.openfoodfacts.org/product/7314873525014/havssalt-lantbrod-fazer,bread
,Barilla norge,270 g,,Sweden,https://world.openfoodfacts.org/product/7300400482691/knekkebr%C3%B8d-din-stund-chia-havsalt-270g-wasa-barilla-norge,bread
Mörkt fröbröd,Garant,,,Sweden,https://world.openfoodfacts.org/product/7340083496301/morkt-frobrod-garant,bread
Grand Central Rustic Breads Sourdough,Grand Central Baking Comapn,,,Sweden,https://world.openfoodfacts.org/product/0733163003020/grand-central-rustic-breads-sourdough-grand-central-baking-comapn,bread
Surdegs frallor,Garant,,,Sweden,https://world.openfoodfacts.org/product/7340083485503/surdegs-frallor-garant,bread
Bagels,Liba bread,,,Sweden,https://world.openfoodfacts.org/product/7393145095721/bagels-liba-bread,bread
Low carb organic protein bread,Carbzone,250 g,,Sweden,https://world.openfoodfacts.org/product/7350024340815/low-carb-organic-protein-bread-carbzone,bread
White bread,Huskvarna,,,Sweden,https://world.openfoodfacts.org/product/7350102620105/white-bread-huskvarna,bread
Rice bread,Naturella,,,Sweden,https://world.openfoodfacts.org/product/7310186055637/rice-bread-naturella,bread
High Protein Toasties,Low Carb,260 g,,Sweden,https://world.openfoodfacts.org/product/7350024340921/high-protein-toasties-low-carb,bread
100% whole grain bread,Natures own,,,Sweden,https://world.openfoodfacts.org/product/0734950025232/100-whole-grain-bread-natures-own,bread
Crisp bread,Wasa,,,Sweden,https://world.openfoodfacts.org/product/7300400123709/crisp-bread-wasa,bread
Sliced Brioche Bread,The Fresh Market,,,Sweden,https://world.openfoodfacts.org/product/0737094237462/sliced-brioche-bread-the-fresh-market,bread
Garlic  bread,,,,Sweden,https://world.openfoodfacts.org/product/0735459800719/garlic-bread,bread
Biscotte à la farine d’épautre,Marcel & Fils,,,France,https://world.openfoodfacts.org/product/3760313530195/biscotte-a-la-farine-d-epautre-marcel-fils,rusks
Banana strawbery rice rusks,,,,Germany,https://world.openfoodfacts.org/product/4099100062595/banana-strawbery-rice-rusks,rusks
La madeleine coque chocolat noir coeur framboise,Maison Colibri,240g,Franprix,France,https://world.openfoodfacts.org/product/3700157500244/la-madeleine-coque-chocolat-noir-coeur-framboise-maison-colibri,biscuits
"Biscuit apéritif Snacks poppes saveur tomate ail basilic, sachet de 70g",U,70 g,,France,https://world.openfoodfacts.org/product/3256222811161/snacks-u,biscuits
Fondant au chocolat et praliné noisette,Picard,80 g,Picard,France,https://world.openfoodfacts.org/product/3270160823871/fondant-au-chocolat-et-praline-noisette-picard,biscuits
Cookies chocolat noisette,L’atelier biscuit,,,France,https://world.openfoodfacts.org/product/3580288083379/cookies-chocolat-noisette-l-atelier-biscuit,biscuits
Goûter p'tit fourré pocket chocolat au lait 295g,U,295 g,Magasins U,France,https://world.openfoodfacts.org/product/3256229689428/p-tit-fourre-chocolat-au-lait-u,biscuits
Pétales façon houmous,,,,France,https://world.openfoodfacts.org/product/3380380102479/petales-facon-houmous,biscuits
Marbré au chocolat,Cora,300 g,Cora,France,https://world.openfoodfacts.org/product/3257987915866/marbre-au-chocolat-cora,biscuits
Galettes,St Michel,,,France,https://world.openfoodfacts.org/product/3178530421026/galettes-st-michel,biscuits
Les galettes et palets bretons pur beurre de Marcel en sachets fraîcheur,"La Trinitaine, Les Recettes de Marcel",330 g,,France,https://world.openfoodfacts.org/product/3260260063451/galettes-et-palets-bretons-la-trinitaine,biscuits
Petit biscuit déjeuner,Omie&cie,,,France,https://world.openfoodfacts.org/product/3760325481515/petit-biscuit-dejeuner-omie-cie,biscuits
Biscuit,Les leguminée,,,France,https://world.openfoodfacts.org/product/3701283800536/biscuit-les-leguminee,biscuits
"Sablés apéritifs pur beurre à la crème, oignon AOP 100g","Saveurs U, U Saveurs, U",100 g,,France,https://world.openfoodfacts.org/product/3256229789418/sables-aperitifs-saveurs-u,biscuits
Biscuits au germes de blés,Gerble,,,France,https://world.openfoodfacts.org/product/32121612/biscuits-au-germes-de-bles-gerble,biscuits
Macarons. Chocolat,LES RESCAPÉS,,,France,https://world.openfoodfacts.org/product/3770012643140/macarons-chocolat-les-rescapes,biscuits
Rum salted caramel and biscuit,Haagen danz,,,France,https://world.openfoodfacts.org/product/3415587178719/rum-salted-caramel-and-biscuit-haagen-danz,biscuits
La Madeleine éclats de meringue,Colibri,,,France,https://world.openfoodfacts.org/product/3700157500145/la-madeleine-eclats-de-meringue-colibri,biscuits
Les cookies de Sandra,,300 g,,France,https://world.openfoodfacts.org/product/3380033502106/les-cookies-de-sandra,biscuits
Dona choco & noisettes,Serebis,180g,,France,https://world.openfoodfacts.org/product/3254950004534/donuts-choco-noisettes-serebis,biscuits
3 173990&quot;027825 Biscuits,,,,France,https://world.openfoodfacts.org/product/3173990027825/3-173990-027825-biscuits,biscuits
Biscuit coco heatly - Maison Valou,,,,France,https://world.openfoodfacts.org/product/30121188/biscuit-coco-heatly-maison-valou,biscuits
Menguy's Mélange Japonais,Menguy's,160 g,,France,https://world.openfoodfacts.org/product/3327272209168/melange-japonais-menguy-s,biscuits
Pain épices figues,Le manoir des Abeilles,250 g,,France,https://world.openfoodfacts.org/product/3335440213107/pain-epices-figues-le-manoir-des-abeilles,biscuits
"Biscuits à l'avoine, chocolat, Noisettes et graines de chia",Nat et Vie,270,Leclerc,France,https://world.openfoodfacts.org/product/3564706671447/nat-vie-gouts-nutrition-chocolat-noisettes-nat-et-vie,biscuits
Madeleines,Starbucks,,,France,https://world.openfoodfacts.org/product/3178530421941/madeleines-starbucks,biscuits
"Crème glacée au citron, morceaux de biscuits et de meringue",Kilimandjabio,,,France,https://world.openfoodfacts.org/product/3520838230112/creme-glacee-au-citron-morceaux-de-biscuits-et-de-meringue-kilimandjabio,biscuits
Le Cookie Chocolat Noir Banane,Monoprix,,Monoprix,France,https://world.openfoodfacts.org/product/3350033880177/le-cookie-chocolat-noir-banane-monoprix,biscuits
Galettes  des rois,Toupargel,,Toupargel,France,https://world.openfoodfacts.org/product/3291810196701/galettes-des-rois-toupargel,biscuits
Coquille nature au beurre,Les Délices de l’Avesnois,250g,,France,https://world.openfoodfacts.org/product/3495563919406/coquille-nature-au-beurre-les-delices-de-l-avesnois,biscuits
Gerble chocolat 4 biscuits,Gerble,,,France,https://world.openfoodfacts.org/product/3175681034464/gerble-chocolat-4-biscuits,biscuits
La Bretonne,St Michel,18 (120g),,France,https://world.openfoodfacts.org/product/3178530423693/la-bretonne-st-michel,biscuits
Buche praliné,Leclerc,,,France,https://world.openfoodfacts.org/product/3325770965036/buche-praline-leclerc,biscuits
"Chocolat au lait noisettes & éclats de biscuit & caramel, - tablette 180g","Super U, U",180 g,,France,https://world.openfoodfacts.org/product/3256229543966/lait-noisettes-caramel-biscuit-super-u,biscuits
8 bouchées St-Jacques Mangue - 85g,"U, U Saveurs",85 g,,France,https://world.openfoodfacts.org/product/3256220112253/bouchees-de-noix-de-saint-jacques-et-mangue-u,biscuits
Cookies pépite de chocolat et noisette,Picard,175 g,Picard,France,https://world.openfoodfacts.org/product/3270160855803/cookies-pepite-de-chocolat-et-noisette-picard,biscuits
Assortiment de biscuits,Chabrior,,,France,https://world.openfoodfacts.org/product/3250390412021/assortiment-de-biscuits-chabrior,biscuits
Biscuits meringués Truffés - Franprix - 100 g,Franprix,100.0g,Franprix,France,https://world.openfoodfacts.org/product/3119689758397/biscuits-meringues-truffes-franprix-100-g,biscuits
Biscuit cuillère,Delos,,,France,https://world.openfoodfacts.org/product/3173990025036/biscuit-cuillere-delos,biscuits
Sachet assortiment,Fortwenger,,,France,https://world.openfoodfacts.org/product/3279130103180/sachet-assortiment-fortwenger,biscuits
Madeleines marbrées,Erté,80 g,,France,https://world.openfoodfacts.org/product/3281320047808/madeleines-marbrees-erte,biscuits
"Biscuiterie de Cour-Cheverny - Sablés tout chocolat,",Sondey,9.0g,,France,https://world.openfoodfacts.org/product/3555140004151/biscuiterie-de-cour-cheverny-sables-tout-chocolat-sondey,biscuits
Beignets chocolat,,450 g,,France,https://world.openfoodfacts.org/product/3248288146554/beignets-chocolat,biscuits
Madeleine pur beurre à la vanille bio,Biscuits Du Mistral,400 g,,France,https://world.openfoodfacts.org/product/3171910627001/madeleine-pur-beurre-a-la-vanille-bio-biscuits-du-mistral,biscuits
Mini cookies,L’ÉCLAIR DU GÉNIE,,,France,https://world.openfoodfacts.org/product/3760098363131/mini-cookies-l-eclair-du-genie,biscuits
Biscuit parmesan thym,Seazon,,,France,https://world.openfoodfacts.org/product/3760325480952/biscuit-parmesan-thym-seazon,biscuits
Palets noisettes chocolat pur beurre,Biscuiterie Moderne,,,France,https://world.openfoodfacts.org/product/3040280010099/palets-noisettes-chocolat-pur-beurre-biscuiterie-moderne,biscuits
Sables de savoie nature/myrtille,,240 g,,France,https://world.openfoodfacts.org/product/3700422201777/sables-de-savoie-nature-myrtille,biscuits
Mini Cookies Chocolat Lait Fruit de la passion,Christophe Adam,,,France,https://world.openfoodfacts.org/product/3760098363148/mini-cookies-chocolat-lait-fruit-de-la-passion-christophe-adam,biscuits
Palets bio,Biscuiterie De Saint Malo,,,France,https://world.openfoodfacts.org/product/3488430965620/palets-bio-biscuiterie-de-saint-malo,biscuits
Biscuit,Maliban,,,France,https://world.openfoodfacts.org/product/3128831086776/biscuit-maliban,biscuits
Vitalgebäck mit Sonnenblumenkernen,REWE Bio,200g,REWE,Germany,https://world.openfoodfacts.org/product/4337256580816/vitalgeback-rewe-bio,biscuits
Protein Brownie,Sportness,,,Germany,https://world.openfoodfacts.org/product/4066447423068/protein-brownie-sportness,biscuits
Hafer Cookies,Alnatura,,,Germany,https://world.openfoodfacts.org/product/4104420253865/hafer-cookies-alnatura,biscuits
,Lidl,300 g,Lidl,Germany,https://world.openfoodfacts.org/product/4056489019442/lidl,biscuits
Oblaten-Lebkuchen,Weiss,200g,,Germany,https://world.openfoodfacts.org/product/4003803207702/oblaten-lebkuchen-weiss,biscuits
"Corny Chocolate, biscuit and marshmallow",Corny,40g,,Germany,https://world.openfoodfacts.org/product/4011800402815/corny-big-chocolate-biscuit-marshmallow-flavour,biscuits
Mochis blueberry vanille,For you Lidl,210 g (6 x 35 g),,Germany,https://world.openfoodfacts.org/product/4056489746416/mochis-blueberry-vanille-for-you-lidl,biscuits
Crackers,kempi,,,Germany,https://world.openfoodfacts.org/product/4068261071708/crackers-kempi,biscuits
Chunky Flavour - Butter Biscuit - Butterkeks,"More, More Nutrition",150g,,Germany,https://world.openfoodfacts.org/product/4255719301184/chinky-flavour-more,biscuits
Danish Butter Cookies,Real,,,Germany,https://world.openfoodfacts.org/product/4334011006697/danish-butter-cookies-real,biscuits
Biscuit appel pomme,Dondey,,,Germany,https://world.openfoodfacts.org/product/4056489341123/biscuit-appel-pomme-dondey,biscuits
,Jjeje,,,Germany,https://world.openfoodfacts.org/product/4061461735807/jjeje,biscuits
Vegan Filled Cookie,IronMaxx,50g,,Germany,https://world.openfoodfacts.org/product/4260648133409/salty-pretzel-caramel-vegan-filled-cookie-ironmaxx,biscuits
,Das. Exquisite,,,Germany,https://world.openfoodfacts.org/product/4305615839097/das-exquisite,biscuits
Chocolate Top Twists,Harvest Morn,280g,,Germany,https://world.openfoodfacts.org/product/4088600544908/chocolate-top-twists-harvest-morn,biscuits
Original crack of biscuits,,,,Germany,https://world.openfoodfacts.org/product/4088700354698/original-crack-of-biscuits,biscuits
Hit Minis Milk,Bahlsen,,,Germany,https://world.openfoodfacts.org/product/4017100358814/hit-minis-milk-bahlsen,biscuits
Biscuit russe,"MARKE, Marke No. 1",250g,,Germany,https://world.openfoodfacts.org/product/4030011760170/biscuit-russe-marke,biscuits
Protein cookies,Crane,3 x 50 g,,Germany,https://world.openfoodfacts.org/product/4099200204499/protein-cookies-crane,biscuits
,Gepa,,,Germany,https://world.openfoodfacts.org/product/4013320070796/gepa,biscuits
Florenz (Feine Gebäckmischung),Biscotto,2 x 250 g,,Germany,https://world.openfoodfacts.org/product/4061461459734/florenz-feine-gebackmischung-biscotto,biscuits
White chocolate popcorn cheese cake flavour,McEnnedy,,,Germany,https://world.openfoodfacts.org/product/4056489038948/white-chocolate-popcorn-cheese-cake-flavour-mcennedy,biscuits
Chunky Cookie White More- Oh Flavour,More Nutrition,8pcs,,Germany,https://world.openfoodfacts.org/product/4260644048448/chunky-cookie-white-more-oh-flavour-more-nutrition,biscuits
12 macarons,,,,Germany,https://world.openfoodfacts.org/product/4056489841791/12-macarons,biscuits
Breakfast Biscuits,Belvita,,,Germany,https://world.openfoodfacts.org/product/0440000028268/breakfast-biscuits-belvita,biscuits
Choco biscuit,Chateau,,,Germany,https://world.openfoodfacts.org/product/4065019086762/choco-biscuit-chateau,biscuits
Mini cake marbré,Kuchenmeister,,,Germany,https://world.openfoodfacts.org/product/4101540424663/mini-cake-marbre-kuchenmeister,biscuits
"Chocolate, Biscuit & Marshmello",Corny,,,Germany,https://world.openfoodfacts.org/product/4011800579425/chocolate-biscuit-marshmello-corny,biscuits
Biscuit choko,,,,Germany,https://world.openfoodfacts.org/product/4262373862746/biscuit-choko,biscuits
Disco biscuit,Aldi,,,Germany,https://world.openfoodfacts.org/product/4065019024726/disco-biscuit-aldi,biscuits
Creamy Cookies,Ja,154 g,,Germany,https://world.openfoodfacts.org/product/4337256791052/creamy-cookies-ja,biscuits
Biscuit au cacao,Mogli,,,Germany,https://world.openfoodfacts.org/product/4260311985144/biscuit-au-cacao-mogli,biscuits
All butter caramel stick,,,,Germany,https://world.openfoodfacts.org/product/4061463794444/all-butter-caramel-stick,biscuits
Biscuit  Kourabier,,,,Germany,https://world.openfoodfacts.org/product/4260428460275/biscuit-kourabier,biscuits
Knusprige kekse,Nickelodeon,,,Germany,https://world.openfoodfacts.org/product/4061461490430/knusprige-kekse-nickelodeon,biscuits
Biscuit de dessert,Lidl,,,Germany,https://world.openfoodfacts.org/product/4056489365297/biscuit-de-dessert-lidl,biscuits
Madeleines aux oeufs,Delhaize,,Delhaize,Germany,https://world.openfoodfacts.org/product/4404013701972/madeleines-aux-oeufs-delhaize,biscuits
KAFFEREP - Biscuits with chocolate-flavored filling,KAFFEREP - IKEA,,,Germany,https://world.openfoodfacts.org/product/0410009930008/kafferep-biscuits-with-chocolate-flavored-filling-kafferep-ikea,biscuits
Whey cookies,Gold’s gym,,,Germany,https://world.openfoodfacts.org/product/4250840804740/whey-cookies-gold-s-gym,biscuits
Mini Melting  Moments,Belmont biscuit Co,,,Germany,https://world.openfoodfacts.org/product/4088700331774/mini-melting-moments-belmont-biscuit-co,biscuits
Puff Pastry Biscuits,Lidl,175 g,,Germany,https://world.openfoodfacts.org/product/4056489734208/puff-pastry-biscuits-lidl,biscuits
Hazelnut Biscuits,Deutche Küche,,,Germany,https://world.openfoodfacts.org/product/4061459312287/hazelnut-biscuits-deutche-kuche,biscuits
Butter biscuit,Ritters,,,Germany,https://world.openfoodfacts.org/product/0422000865883/butter-biscuit-ritters,biscuits
Biscuit,,,,Germany,https://world.openfoodfacts.org/product/4047247245814/biscuit,biscuits
Vanilla flavour biscuit,Hit,,,Germany,https://world.openfoodfacts.org/product/4017100936715/vanilla-flavour-biscuit-hit,biscuits
Dinkel Löffel Biscuits,Linea Natura,,,Germany,https://world.openfoodfacts.org/product/4009173007409/dinkel-loffel-biscuits-linea-natura,biscuits
Donut,Fibre one,4 x 23g,,Spain,https://world.openfoodfacts.org/product/8410076911438/donut-fibre-one,biscuits
Bolacha Maria d‘Ouro,,,,Spain,https://world.openfoodfacts.org/product/8434165615854/bolacha-maria-d-ouro,biscuits
Biscuit,Hacendado,180 g,Hacendado,Spain,https://world.openfoodfacts.org/product/8402001013416/biscuit-hacendado,biscuits
Halloween brownies,Mr Brownie,,,Spain,https://world.openfoodfacts.org/product/8411037884525/halloween-brownies-mr-brownie,biscuits
Biscuits petits-beurre,Protéifine,,,Spain,https://world.openfoodfacts.org/product/8456972581696/biscuits-petits-beurre-proteifine,biscuits
Galactic brownies,Mr. brownies,,,Spain,https://world.openfoodfacts.org/product/8411037892469/galactic-brownies-mr-brownies,biscuits
Banoffee donuts,Figure one,,,Spain,https://world.openfoodfacts.org/product/8410076621696/banoffee-donuts-figure-one,biscuits
Rice cream cookies,Io genix,,,Spain,https://world.openfoodfacts.org/product/8435569320313/rice-cream-cookies-io-genix,biscuits
Oaties Biscuits,Belmont,,,Spain,https://world.openfoodfacts.org/product/0840000089267/oaties-biscuits-belmont,biscuits
Proteína isolad caramel biscuit - Bavarian Elite,,,,Spain,https://world.openfoodfacts.org/product/8436035049219/proteina-isolad-caramel-biscuit-bavarian-elite,biscuits
Potato bbq flavoured biscuits,Pran,,,Spain,https://world.openfoodfacts.org/product/0840205724772/potato-bbq-flavoured-biscuits-pran,biscuits
Brioche relleno biscuit,Mercadona,,,Spain,https://world.openfoodfacts.org/product/8480000096401/brioche-relleno-biscuit-mercadona,biscuits
Mandorla Salata,Gran Cereale,,,Italy,https://world.openfoodfacts.org/product/8076809584746/mandorla-salata-gran-cereale,biscuits
Nutella biscuits,Nutella,,,Italy,https://world.openfoodfacts.org/product/8000500310328/nutella-biscuits,biscuits
Torcetti al burro lavorati esclusivamente a mano,De Mori,300 g,,Italy,https://world.openfoodfacts.org/product/8032610381806/torcetti-al-burro-lavorati-esclusivamente-a-mano-de-mori,biscuits
